Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_Loan,Property_Owner,Dependents,Loan_Status
30,1514167,631,1136782,12,1,1,1,2,1
50,656477,762,1113518,12,0,1,0,1,0
25,1393511,746,917621,180,1,1,0,3,1
53,322507,748,155992,120,1,0,0,4,1
21,502132,835,115843,60,1,0,0,0,1
38,646415,559,368351,360,1,1,0,4,0
52,458747,512,637811,36,1,1,1,2,0
31,675631,651,285112,24,1,1,1,3,1
41,1458195,621,751126,180,1,1,0,2,1
46,1128035,745,287431,24,1,0,0,4,1
45,778041,493,598381,360,1,1,0,3,0
42,724446,834,877309,120,1,0,0,0,1
47,1065923,793,948652,360,1,1,1,2,1
33,878109,795,878904,360,0,1,1,0,1
53,597834,566,655120,12,1,0,1,4,1
54,830942,537,418000,60,1,0,1,2,1
55,760773,747,160520,36,0,1,0,2,0
21,936547,760,860950,240,0,1,0,2,0
41,1040904,609,987666,36,1,0,0,3,1
26,1698984,655,75443,240,0,0,0,2,1
48,1113878,472,182454,36,1,1,1,3,1
37,1706235,613,568168,24,1,1,0,1,1
25,868366,665,536190,60,0,1,0,2,0
51,823259,759,1187591,120,1,0,0,1,1
25,1725544,550,517927,24,1,1,0,0,1
58,686242,634,821072,12,1,0,1,4,1
23,374745,615,85294,60,1,0,0,2,1
43,1589844,796,564506,180,0,0,1,0,1
57,1525135,703,665618,12,1,0,1,1,1
57,311721,508,1130605,36,0,1,0,3,0
30,1744379,744,356918,180,1,0,1,3,1
30,408878,699,1044751,240,1,0,1,1,1
39,8073709,225,5208441,24,1,1,1,0,1
37,450061,719,1049999,60,1,0,0,2,1
41,1343471,695,864353,180,0,1,1,0,1
34,1166269,789,991856,360,1,1,1,3,1
29,687581,519,1081101,24,0,0,0,2,0
21,1290544,727,360636,60,0,1,1,1,1
33,664258,497,685548,36,0,0,1,1,1
24,1682336,609,847955,60,1,0,1,4,1
21,438480,826,997633,36,1,1,0,1,1
52,1221657,431,216499,24,1,1,1,4,1
54,687031,832,513993,24,1,0,0,1,1
48,1106192,729,1114579,180,1,1,0,3,1
51,1045089,625,96596,24,1,0,1,3,1
28,1415149,614,855542,36,1,0,1,4,1
59,1771846,522,1031003,12,1,0,0,2,1
46,492888,546,709465,12,0,1,0,4,0
54,1637586,739,160748,60,0,0,1,0,1
23,7835400,272,4334821,24,0,0,1,0,1
32,1110128,579,119590,180,1,0,1,4,1
21,533886,689,70382,12,1,1,0,4,0
25,1422117,586,1197016,120,0,0,1,2,1
50,3861490,252,3573762,24,0,0,0,1,1
50,644421,507,802058,180,1,1,0,3,0
37,1729412,525,1093722,120,1,1,1,1,1
43,579709,660,611827,240,1,0,0,4,1
35,1388161,593,954952,180,1,1,0,3,1
57,1252337,696,985424,12,1,1,0,3,1
41,7020117,243,5505447,36,1,1,0,4,1
34,1098526,837,516012,120,1,0,1,3,1
22,462352,675,1007056,180,1,0,1,1,1
31,6487080,252,2614129,360,1,0,1,3,1
59,1237017,638,941240,120,1,0,0,1,1
58,1217658,721,1015962,360,1,0,0,1,1
54,1769926,747,171242,360,1,1,1,0,1
58,1086260,545,1060422,24,1,0,1,3,1
54,1750470,443,722547,240,1,0,1,4,1
38,571718,758,894969,60,1,1,0,2,1
50,1383759,703,1096829,36,1,0,0,0,1
35,1677326,690,875596,24,0,1,0,1,1
47,449710,766,1044082,180,1,1,1,0,1
54,357194,694,117259,24,1,1,1,0,1
58,1789345,658,177362,240,1,1,1,2,1
53,326082,418,524347,12,0,0,0,4,0
44,971666,614,662572,60,1,1,1,2,1
35,1194803,610,796303,180,1,0,0,1,1
50,1476475,780,78337,60,0,0,1,4,1
37,569951,801,820779,36,1,0,1,4,1
25,1530990,630,910562,36,1,1,1,0,1
49,1380719,738,1055738,60,1,1,0,0,1
24,421952,404,481579,120,1,1,0,3,0
30,1669134,710,256417,180,1,1,1,4,1
37,1111147,668,492346,120,1,1,1,2,1
30,312202,561,574557,360,1,1,0,2,0
37,852275,615,128901,24,1,1,0,0,1
40,466812,673,368311,180,1,1,0,3,0
44,1071562,723,1194580,60,0,1,1,4,1
25,1425424,499,860716,24,1,1,0,0,1
54,1533519,570,449988,120,1,1,0,4,1
26,557476,848,289551,240,1,0,1,0,1
22,530721,651,1006330,240,1,1,0,3,0
33,525366,568,382202,360,0,0,1,4,1
31,875357,437,101435,240,0,1,0,0,0
43,1388985,627,367452,36,1,1,1,3,1
36,558329,821,655401,360,0,1,1,1,1
51,656166,796,578451,360,1,1,1,2,1
31,773851,524,618038,180,1,0,1,3,1
36,411689,677,611542,60,0,1,1,3,0
28,8329506,227,2768911,12,1,0,1,4,1
24,1016846,536,653561,360,1,1,1,4,1
24,842750,765,108116,24,1,1,0,1,1
45,389299,507,1010430,180,0,1,0,2,0
23,1194186,467,797823,60,1,1,1,2,1
52,644417,503,920778,12,0,0,1,3,1
23,1328400,800,852529,24,0,0,1,2,1
47,813622,645,1150974,120,1,0,1,1,1
49,1690117,564,399575,24,0,1,0,0,1
52,1522171,591,732613,36,0,1,0,0,0
39,985644,594,153512,180,1,0,0,4,1
41,757212,531,126652,24,1,1,1,0,1
25,1676967,695,479876,24,1,1,1,1,1
38,575850,543,364075,180,1,1,0,3,0
48,835212,794,161590,180,0,0,1,4,1
42,840209,618,306414,60,1,1,0,1,1
41,718648,425,1107222,60,1,0,0,0,0
26,842101,650,466254,120,1,0,1,1,1
21,1195420,494,856062,36,1,1,1,4,1
25,1212510,753,784118,360,0,1,0,3,1
32,957428,599,1024452,36,1,0,1,3,1
46,1191580,502,569480,120,1,0,0,3,1
54,854827,592,410369,12,1,0,0,2,1
34,573827,780,568514,24,1,1,1,1,1
46,423031,401,544370,60,1,1,1,1,0
47,647295,646,596295,180,1,1,1,2,1
29,1515322,490,1095126,180,0,1,1,4,1
46,876991,444,890923,120,1,0,1,4,1
42,648255,826,1133065,180,1,1,0,0,1
50,1040703,402,527162,120,1,0,0,4,1
37,1172409,817,165874,60,1,1,1,4,1
46,1161316,735,831114,60,1,0,0,3,1
56,888175,848,758724,180,1,0,1,1,1
21,1003626,463,369231,12,1,1,1,3,1
28,1666261,534,839255,360,1,0,0,1,1
55,1356458,690,300878,36,1,0,1,1,1
35,1419401,677,438990,60,1,1,1,1,1
42,494145,575,1036974,120,1,1,0,0,0
34,467248,815,894967,24,0,1,1,3,1
46,1431657,681,831723,12,1,1,1,2,1
48,461361,519,581373,24,1,0,0,2,0
43,1329767,661,373652,360,1,0,1,0,1
34,409337,573,490016,180,0,0,0,3,0
44,1363938,838,132186,24,1,0,0,0,1
22,780826,517,909285,180,1,1,1,0,1
46,1313875,838,407166,180,0,0,0,3,1
34,575927,740,199336,36,1,1,1,4,1
27,475234,584,739763,240,1,1,0,2,0
23,1253253,642,1025532,24,1,1,1,2,1
43,1061729,613,487834,120,1,0,1,1,1
38,1745346,520,896148,120,1,1,0,1,1
58,1328387,462,770760,60,1,0,1,2,1
55,1629493,784,511389,36,0,0,1,3,1
35,766910,548,1146469,60,1,1,1,0,1
45,1337921,675,842002,360,1,0,1,0,1
57,477367,428,166639,240,1,1,1,0,0
48,985691,698,338165,24,1,0,0,3,1
30,607784,624,738039,120,1,1,1,3,1
59,758093,572,1192112,60,1,0,1,3,1
37,1133401,643,188851,120,0,1,1,3,1
59,1129418,720,1145945,180,1,0,0,3,1
42,926305,530,104439,60,1,0,1,3,1
46,678324,751,244220,12,1,0,0,1,1
45,831873,419,458184,36,1,1,1,3,1
37,304122,480,497220,60,1,1,0,2,0
33,1365414,692,881811,24,0,0,0,1,1
40,972661,693,677977,360,0,0,0,1,1
45,585251,634,230084,360,1,0,0,1,1
24,1189110,700,341901,120,1,0,1,3,1
30,1010571,620,833943,120,1,0,0,0,1
23,841632,569,243611,36,1,1,0,4,0
38,619346,445,363748,180,1,0,0,3,0
56,1101391,459,504554,36,1,0,0,4,1
42,1330350,495,1012431,12,1,1,0,2,1
54,695085,668,61933,180,1,1,0,3,1
28,1130696,430,992464,240,1,1,0,3,0
39,1493198,779,103256,360,1,0,1,4,1
57,961062,723,52217,240,1,0,0,2,1
26,902851,515,525282,180,1,1,0,1,0
46,672308,461,1126741,60,0,1,1,1,0
54,1279249,832,527062,12,1,0,0,2,1
26,529351,545,512506,60,1,0,0,1,1
57,1635179,730,777491,180,1,1,1,4,1
53,1143214,761,274721,60,1,1,1,4,1
42,437104,452,836271,36,0,1,1,2,0
41,301825,801,1115937,36,0,1,0,1,0
26,950475,450,956022,60,0,1,1,1,0
26,6611484,222,5174101,180,1,1,1,3,1
24,741317,756,678644,180,1,1,0,1,1
50,836758,756,1117764,180,1,1,0,0,1
31,565914,594,631019,180,1,1,0,3,0
50,1506916,848,1157505,36,0,0,1,0,1
51,571102,482,578678,180,1,0,0,0,0
44,675950,778,1074612,180,1,1,1,0,1
29,1095238,533,1126082,60,1,1,0,2,1
23,1642882,820,703761,360,1,0,0,1,1
51,3595881,241,3329872,36,0,1,0,3,1
57,1514537,480,921930,240,1,1,0,4,1
56,851990,618,70548,240,0,1,1,2,1
44,728993,401,1103227,24,1,1,0,3,0
51,1794763,708,118492,60,0,1,0,0,1
26,1635319,808,806870,360,0,1,0,2,1
22,598971,650,283973,180,1,1,0,3,0
40,901109,635,272084,120,0,0,1,1,1
48,920971,555,640483,24,1,1,0,1,0
31,1312767,828,1001230,12,1,1,1,2,1
24,1559858,436,1141294,180,0,1,1,1,1
35,1170322,628,481824,36,1,0,1,1,1
26,1309154,544,564703,12,1,0,0,0,1
50,1109471,724,379535,120,0,1,0,2,0
58,1212453,455,143321,36,1,0,0,4,1
22,1262433,520,787634,12,1,0,0,2,1
35,1708087,713,1169733,360,0,1,0,0,1
31,1392460,610,674864,24,1,1,1,2,1
28,1431738,659,1080450,12,0,0,0,3,1
46,1037992,502,142550,36,1,1,0,2,0
25,724524,838,1184376,24,1,0,0,2,1
26,706270,704,255003,120,0,0,0,0,1
46,1428182,634,902576,180,1,1,0,2,1
24,326250,437,346052,12,0,0,0,3,0
39,639535,700,928722,60,0,1,1,2,1
40,601065,507,513748,36,1,0,1,1,1
53,1422939,813,530059,60,0,1,1,3,1
40,456857,623,220075,60,0,0,0,2,0
32,1536513,692,55196,12,1,0,0,4,1
21,921688,583,188989,60,0,0,1,2,1
46,396847,554,1164850,240,1,0,1,1,1
34,1093293,431,785079,180,1,0,0,1,1
58,1231483,633,1056911,24,0,0,1,1,1
57,1461625,794,978396,180,1,1,0,3,1
31,824645,649,479707,120,0,1,1,4,1
56,559718,457,663520,240,0,1,1,3,0
33,1201036,732,658934,120,1,1,1,2,1
23,1657921,562,780197,60,1,0,0,4,1
53,485326,416,757724,36,1,1,0,0,0
26,1692880,813,539087,60,1,0,0,2,1
30,847526,653,336565,36,1,0,1,3,1
25,1704896,545,52164,180,1,1,1,0,1
43,744194,628,382311,240,1,0,1,2,1
30,8991292,261,2655990,120,1,1,0,2,1
22,893684,685,153533,24,1,0,0,4,1
33,541819,745,1093002,36,1,0,1,3,1
22,1106955,774,1029941,120,1,1,0,1,1
40,1266793,415,168288,12,0,0,0,0,0
21,549494,474,269617,60,1,0,0,3,0
57,1484497,837,356742,180,0,0,1,1,1
29,455790,659,1081304,240,0,0,0,0,0
37,1290506,782,167005,36,1,0,1,2,1
29,1671697,760,870121,24,1,1,1,0,1
31,1174757,798,136707,360,1,0,1,3,1
35,803869,810,995619,60,1,1,1,4,1
44,461334,403,268762,180,1,0,0,4,0
58,1739142,818,1086082,180,1,1,1,0,1
55,521043,650,398093,180,1,1,0,4,0
50,1383363,484,583567,120,0,0,0,3,1
51,1626409,462,702527,180,1,0,0,1,1
25,1519508,499,1006049,360,1,1,0,4,1
34,1203969,721,1121501,240,1,1,0,3,1
31,1136776,642,579860,240,0,1,0,0,0
29,802025,694,820964,360,1,1,0,0,1
54,1678611,811,1176797,240,1,1,0,3,1
32,482730,561,734802,360,1,1,1,3,1
55,3436532,281,5749873,120,0,1,0,4,1
55,5279245,239,2487061,240,1,1,1,1,1
21,728546,843,512928,120,0,1,0,0,0
42,380312,727,781319,36,1,0,0,3,1
49,858851,727,875810,180,1,1,0,1,1
28,1232774,651,72617,12,1,0,0,0,1
31,660701,441,376273,12,0,0,0,3,0
57,696873,641,987551,120,0,1,1,1,0
34,670063,741,1067789,60,1,0,1,4,1
50,761989,490,166076,240,1,0,0,0,1
55,445271,427,1025050,24,1,1,0,2,0
41,941142,554,1151030,60,1,1,1,3,1
57,804803,518,496469,36,1,0,0,2,1
25,1594805,784,486580,12,0,0,1,0,1
39,1427893,619,422160,360,1,0,0,4,1
34,1625840,746,164400,24,1,0,1,0,1
46,1536460,663,577505,120,1,1,0,4,1
24,914113,520,1043334,360,1,1,0,0,0
45,1092415,445,964498,120,1,1,1,1,1
45,1608147,679,698147,36,1,0,0,2,1
38,628773,514,665135,36,1,0,1,1,1
28,1418901,567,188730,180,0,1,1,0,1
59,1134311,834,645876,240,1,1,1,1,1
34,977233,645,902821,36,1,0,1,0,1
52,1362908,774,640071,36,1,0,0,0,1
58,971924,679,437203,120,1,1,0,0,1
53,1456292,633,620892,120,0,1,1,4,1
43,713742,421,203948,36,1,1,1,4,0
35,1020841,601,520715,120,0,0,1,3,1
53,1173081,467,702888,36,1,1,1,4,1
45,321643,535,720014,24,1,0,1,2,1
37,363128,630,430569,360,0,1,0,0,0
53,866811,457,1153509,360,0,1,1,0,0
22,766606,414,245715,36,0,0,1,4,0
34,1401360,663,548831,180,1,0,0,4,1
59,1174325,569,596038,36,0,1,0,2,0
26,1146133,822,1037040,360,1,1,1,0,1
26,1322225,690,502492,24,1,1,1,1,1
23,1726821,568,983677,12,1,0,1,4,1
27,1457578,447,713030,360,0,0,1,1,1
28,984764,495,827451,60,0,1,1,2,0
35,317401,726,1016778,36,0,0,1,4,1
49,1188390,443,625757,24,0,0,1,2,1
53,544373,752,1121833,24,1,0,1,2,1
50,1460622,639,484861,120,1,1,1,4,1
59,1324757,690,1165773,180,1,1,1,1,1
47,1622691,682,242048,36,1,1,1,0,1
56,806911,848,144543,180,1,0,0,0,1
49,650162,469,900175,24,1,1,0,0,0
58,554572,652,462438,180,0,1,1,1,0
53,1303008,465,764623,12,1,1,1,3,1
57,840853,726,522227,12,0,0,1,1,1
47,831117,846,436195,60,1,0,1,1,1
53,1605256,735,411002,360,1,0,1,0,1
24,1424599,684,890185,120,0,1,1,2,1
42,1777227,430,969320,180,0,0,0,0,1
22,1315665,847,1171651,120,1,1,1,1,1
30,1325799,613,393154,120,0,0,0,1,1
25,381823,580,305829,36,0,0,0,3,0
30,863229,601,362736,180,1,0,1,3,1
53,1075469,467,346132,12,1,0,0,2,1
58,997819,424,167285,240,1,0,1,3,1
33,1789768,647,683652,360,1,0,0,3,1
51,1197971,772,413355,36,1,0,0,2,1
56,772415,796,956803,24,1,0,1,4,1
44,833464,736,327748,60,0,1,0,4,0
35,557505,823,346627,360,0,1,1,1,1
49,1137948,742,877009,180,1,0,0,4,1
28,970432,790,539904,60,1,1,0,1,1
25,1708088,559,519453,360,1,0,1,1,1
49,4511220,278,7011829,36,0,1,1,3,1
24,449671,656,327279,360,0,1,0,3,0
32,1430621,510,894492,180,0,0,0,4,1
22,466460,446,226661,60,1,0,0,2,0
47,681047,578,614220,36,1,1,1,2,1
51,874891,435,736813,120,0,0,0,1,0
56,1685456,810,834231,360,0,1,0,2,1
56,587933,597,489875,24,0,1,1,3,0
46,1032792,441,87024,120,0,1,0,1,0
47,780683,731,922621,60,1,0,0,2,1
25,1175055,489,524661,24,1,1,1,1,1
40,782505,744,297549,240,0,0,1,0,1
31,1644184,467,209223,12,0,1,0,0,0
30,1547454,469,872570,36,1,1,1,1,1
58,1309131,509,249092,240,1,1,0,0,1
26,1128426,781,559962,240,0,0,1,2,1
28,1561244,796,745533,24,1,1,0,3,1
43,1587679,808,282042,180,0,0,0,3,1
46,669453,750,1126557,36,1,0,1,0,1
32,1471765,421,315528,240,0,1,0,1,0
46,391123,676,372560,24,0,1,0,3,0
33,1007923,798,1049946,60,0,0,0,2,1
38,1035712,594,1048384,120,1,0,1,0,1
45,1566488,820,436179,180,0,1,1,3,1
53,1639106,444,411045,60,1,1,0,2,1
32,890940,809,843927,180,1,0,1,1,1
56,1705555,510,1190846,180,1,1,1,0,1
24,1184555,608,105369,12,0,0,0,4,1
25,1628260,629,770632,180,1,0,1,4,1
57,1260930,838,211899,60,0,0,0,2,1
28,436659,577,1098278,24,1,1,1,0,1
48,4283234,263,6973354,12,0,0,0,2,1
51,1036699,649,1192426,24,1,1,0,1,1
29,1438368,824,456304,240,1,1,1,1,1
49,5520841,259,2948623,120,1,0,1,3,1
34,1752061,771,872098,180,1,0,1,3,1
42,1354664,410,777839,36,0,0,1,3,1
31,662793,651,450066,240,1,1,0,3,0
43,342044,743,688323,120,0,0,1,4,1
21,1016748,634,98332,120,1,0,0,3,1
57,1490191,535,706914,180,0,0,0,4,1
41,1351581,653,946670,360,1,1,0,1,1
46,1647923,453,368675,120,1,0,1,2,1
56,578364,528,762756,24,0,1,0,3,0
43,6899344,284,4063169,240,0,0,1,3,1
21,332696,419,1028952,36,1,0,0,0,0
35,1035043,499,287650,24,1,1,1,1,1
41,870669,689,145256,12,0,1,0,1,0
29,431148,456,954688,180,0,1,0,0,0
29,666200,625,93437,24,0,0,0,0,0
30,1498594,540,137233,120,1,0,1,1,1
46,776708,524,776133,60,1,1,0,4,0
55,1724018,837,1097287,360,1,0,0,4,1
45,1780530,708,1010589,60,0,0,0,4,1
46,1520368,451,206823,24,0,0,0,4,1
31,7780013,284,6404217,120,1,0,0,1,1
58,814513,691,142516,360,0,1,1,0,1
22,574006,552,845906,120,0,1,1,2,0
27,925703,746,324184,60,1,1,0,3,1
38,368273,585,710026,36,1,1,1,0,1
47,669992,638,1080897,36,1,0,0,0,1
54,370185,582,872892,120,0,0,0,4,0
47,1007649,750,469631,360,1,1,0,1,1
37,1741403,402,91290,12,1,1,0,0,1
44,682968,683,498031,12,1,1,0,3,1
45,307799,777,1013542,12,0,1,1,4,0
27,1084492,595,411975,180,0,0,1,3,1
26,1131579,565,1078183,360,0,0,1,0,1
44,947987,689,1072859,360,0,0,1,3,1
53,849435,739,1006418,12,1,1,1,0,1
49,1687357,540,938431,240,1,0,0,2,1
42,1321167,510,276868,12,1,0,1,3,1
46,320914,660,485347,240,1,0,1,3,1
48,1150131,783,93513,60,1,0,1,4,1
41,571759,587,715783,360,1,1,0,2,0
27,1399361,743,737664,120,0,0,0,0,1
37,9518587,216,2638356,24,0,1,1,3,1
40,531129,757,121872,60,1,0,1,3,1
40,1799603,672,792759,360,0,1,0,2,1
42,1689737,584,1079214,60,0,1,1,4,1
48,1657618,686,860526,180,0,1,1,0,1
27,1738487,491,387051,360,0,0,0,2,1
21,3427916,239,2340659,120,0,0,0,2,1
52,1666225,593,367152,36,0,1,0,0,1
33,1424607,816,835570,60,1,0,0,0,1
50,1440394,759,703867,60,1,0,1,1,1
43,685096,748,1152729,180,1,0,1,2,1
39,824434,787,683596,240,1,1,1,4,1
52,1783357,737,912952,240,0,1,0,0,1
50,1062430,710,718446,24,1,0,0,4,1
49,1251449,807,292867,12,0,1,1,1,1
49,1458398,815,1177360,60,0,1,0,0,1
50,1581374,728,1187412,240,1,1,0,1,1
36,1351170,446,471953,240,1,0,0,0,1
39,488727,543,615774,12,0,0,0,4,0
38,1769223,548,487396,120,1,1,1,2,1
21,513756,749,850868,60,0,0,0,4,1
34,946812,722,1147670,24,1,1,0,2,1
22,982931,752,846475,24,1,0,1,1,1
48,802912,814,697053,120,0,1,1,2,1
50,1148229,519,1152212,12,1,0,0,2,1
58,868225,797,717934,36,1,1,1,3,1
24,1041898,533,999295,120,1,0,1,1,1
21,622195,596,1052271,36,1,1,0,2,0
28,761118,812,100942,24,1,0,0,2,1
49,1688623,838,423153,24,0,1,1,1,1
59,901278,436,560921,240,1,0,0,0,1
23,1679671,586,1108970,60,0,0,0,2,1
52,921597,819,536660,24,1,1,1,4,1
30,1555416,612,838682,360,0,0,1,4,1
30,1508687,509,752324,240,0,1,1,3,1
39,1340100,586,728327,360,0,0,1,0,1
54,337459,477,856053,240,0,1,0,1,0
53,1487317,847,400586,240,1,0,0,1,1
43,520821,826,598911,12,1,1,1,0,1
48,1039176,773,1190964,24,1,0,1,3,1
52,384985,697,932639,180,1,1,0,1,0
27,990876,729,752256,240,1,1,1,0,1
49,1568260,524,720376,60,1,0,1,2,1
28,822522,715,590609,120,1,0,1,2,1
21,499269,845,323520,360,1,1,0,0,1
23,548738,719,68276,180,1,0,1,4,1
44,1436871,713,263889,60,1,0,0,4,1
43,1797403,401,653680,120,1,0,0,1,1
28,610085,733,337688,60,0,0,0,3,1
57,1342207,470,257802,24,1,1,1,1,1
23,934191,775,110504,36,1,1,0,0,1
53,1125307,611,1144277,180,1,1,0,4,1
48,396500,407,661358,12,1,1,0,3,0
28,623970,583,583950,36,1,0,1,3,1
54,5866756,218,6114769,12,0,0,0,1,1
55,1473204,668,782718,24,1,1,0,3,1
52,1043781,694,1125790,360,0,1,1,2,1
44,903133,757,216401,180,1,0,0,2,1
34,1711685,480,939230,360,1,0,1,2,1
52,970493,661,852782,240,1,1,0,0,1
36,1553394,674,754898,60,1,0,1,0,1
24,991486,808,318905,60,1,0,0,4,1
57,333043,786,598646,240,1,1,0,2,0
41,697294,504,1153177,120,0,1,1,3,0
34,1402482,708,176553,36,1,0,1,3,1
51,1640070,427,664537,12,0,1,0,2,0
38,1615418,809,315895,240,1,1,0,1,1
27,430119,446,79153,60,1,0,1,3,1
30,1250636,791,459631,24,0,1,1,2,1
27,310165,712,1084696,60,0,1,0,1,0
53,1480442,454,954576,120,1,0,1,0,1
43,1755438,478,866948,180,1,1,0,3,1
41,1223374,400,886130,60,1,1,0,0,0
39,1641456,567,267132,360,1,0,1,1,1
39,1582265,422,469977,24,1,1,0,4,1
56,1144516,627,991614,60,1,0,0,4,1
49,1364787,837,62695,12,0,0,1,2,1
38,386665,697,363016,240,1,0,1,1,1
22,1277042,833,1079191,12,0,1,1,2,1
21,962737,659,999324,60,1,0,1,1,1
25,964221,663,1146589,24,1,0,1,4,1
40,1759613,563,848216,180,1,0,0,1,1
31,1689208,409,1163288,24,0,1,0,3,0
22,1506601,515,209300,60,0,0,1,4,1
23,690014,557,1050764,24,0,1,0,1,0
43,318277,755,1030490,12,1,1,0,1,0
32,1306943,671,1123042,12,0,1,0,4,0
40,817282,557,808079,360,1,1,1,0,1
25,1764420,719,830809,12,0,0,0,0,1
57,1692966,763,843052,120,0,1,0,2,1
58,1114234,601,600212,180,0,1,0,2,0
50,1281001,520,817441,36,0,1,0,3,0
29,777536,538,516674,12,0,0,1,4,1
54,684938,561,497222,60,1,0,0,1,1
55,1549462,607,609145,180,0,0,0,0,1
42,746918,454,512027,120,0,1,1,0,0
44,559717,738,562907,360,1,1,1,2,1
37,1246181,659,417921,60,1,0,0,2,1
30,962860,832,165684,24,1,1,1,1,1
50,1352591,443,867110,360,0,0,0,2,0
43,780588,558,449869,36,0,0,0,3,0
52,1336498,703,116855,240,1,0,1,4,1
37,1324050,754,1184613,120,1,1,1,1,1
37,620956,497,1141246,240,1,1,0,3,0
34,309201,425,71487,24,0,0,0,2,0
29,319941,758,380570,24,0,0,1,4,1
22,1167073,597,714004,12,1,1,1,0,1
45,4312237,299,2382904,240,1,0,1,0,1
59,603685,638,739757,60,1,0,1,0,1
29,743155,411,1015016,360,0,1,1,2,0
42,1418998,444,759229,240,0,1,0,2,0
24,680213,791,93675,24,1,1,1,3,1
46,1503598,408,223292,180,0,0,0,3,1
49,945253,400,547418,24,1,0,1,1,1
54,1023163,788,254418,24,1,0,0,2,1
43,451714,726,647820,36,0,1,1,0,0
57,341607,609,328977,120,1,1,0,0,0
31,1773080,453,314057,240,1,1,0,4,1
26,674261,503,224829,240,0,0,0,3,0
38,645009,551,101697,180,0,1,1,2,0
41,367583,809,274438,180,1,0,1,1,1
56,1685620,409,1169439,180,1,0,0,1,1
58,1285926,844,80118,12,0,1,1,0,1
54,6438540,220,7707694,120,1,0,1,3,1
37,1210044,443,712893,24,1,1,0,4,0
57,327663,767,269474,180,1,0,0,0,1
45,1040741,667,817995,36,1,0,1,3,1
58,1748525,677,80411,240,1,0,1,1,1
32,1710681,554,984344,240,1,0,0,0,1
43,1058707,481,975672,24,1,0,1,2,1
42,4554080,202,4354810,240,0,1,0,4,1
41,1488977,797,743658,60,0,0,1,2,1
47,1139537,808,126057,120,0,1,0,3,1
51,1149868,451,1171376,240,0,1,0,3,0
26,1739099,622,751876,12,1,0,0,1,1
47,1479281,767,106515,36,1,0,0,3,1
54,554928,773,514499,120,1,0,1,3,1
32,916923,458,398320,24,1,0,1,3,1
27,576386,693,1053774,360,0,0,0,1,0
30,398901,675,403349,12,0,0,1,3,1
37,1768925,733,502602,36,1,0,1,4,1
46,455812,675,107379,180,1,1,1,3,1
41,1711348,839,646671,360,1,0,0,3,1
48,1379552,756,590962,24,0,1,0,3,1
22,1519715,509,443813,24,1,0,1,1,1
21,1359807,429,218367,120,1,0,0,0,1
56,1482976,506,1098061,360,1,1,0,1,1
46,1594476,696,234824,24,1,0,0,3,1
49,325261,739,926407,240,0,1,0,4,0
41,1635982,726,723322,24,1,1,0,4,1
31,1745072,718,788712,36,1,0,1,4,1
31,462814,494,844664,24,1,1,0,1,0
56,1352166,684,840911,60,1,0,0,3,1
59,678870,606,134853,360,0,1,0,4,0
55,1529874,732,526450,60,1,0,1,3,1
54,911830,571,138827,12,0,0,0,4,0
44,313570,478,358822,180,1,0,1,3,1
42,531601,649,978992,60,1,1,1,3,1
25,1050489,617,448620,240,0,1,0,0,0
53,1306947,738,514345,240,0,1,0,0,1
56,1325689,456,488759,180,0,1,1,2,1
40,688034,807,243087,60,1,0,1,1,1
39,1299787,546,1035716,120,0,0,1,0,1
55,706582,633,664300,60,1,1,0,2,0
37,1603595,416,448481,24,0,0,1,1,1
54,4917282,269,5941089,120,0,1,0,2,1
29,1245829,596,944461,240,0,0,1,2,1
46,1109281,588,657316,60,1,0,0,1,1
22,1722692,531,166274,360,0,1,1,4,1
29,1247682,647,1004133,240,1,1,0,4,1
29,1037897,549,513706,24,1,0,1,2,1
37,1599773,601,378792,12,1,0,0,3,1
21,1474602,612,116648,240,1,0,1,3,1
45,3465785,216,5205430,120,0,0,1,2,1
45,944686,405,292068,24,1,1,0,0,0
59,1676449,557,828013,120,0,0,0,0,1
55,1356740,748,991216,12,1,1,1,3,1
23,837639,474,291113,360,0,0,0,0,0
57,896364,794,252485,240,0,0,1,2,1
50,1131594,650,732241,12,1,0,0,0,1
58,1642480,703,907942,120,1,1,0,3,1
54,1047424,445,982995,240,1,0,0,4,1
32,1437650,810,606632,240,1,1,0,3,1
39,740844,802,915324,24,1,0,0,4,1
57,471811,741,1077392,36,0,0,0,3,1
37,1378314,747,96273,120,1,0,0,0,1
30,3754971,239,2429212,360,0,1,0,0,1
32,609065,779,896258,180,0,0,0,3,1
36,1733168,628,1085971,240,1,0,0,4,1
44,1634301,581,367302,36,1,0,1,2,1
39,395672,482,192632,240,1,0,1,0,1
28,321485,544,1148776,180,1,1,1,3,0
51,1572349,449,334641,24,0,1,0,2,0
41,868257,823,263151,240,1,1,0,3,1
37,824381,499,880849,180,1,1,0,0,0
43,328370,742,419377,60,0,0,0,1,0
57,1592283,769,703241,120,1,0,1,4,1
36,548706,619,618301,360,1,0,0,4,1
26,1102904,538,855931,12,1,1,1,0,1
28,1067905,777,271384,180,1,1,0,4,1
45,318934,413,912354,240,1,0,0,3,0
38,1043417,412,334087,180,1,0,1,2,1
45,1649845,743,649785,360,1,1,0,2,1
32,1125535,649,609650,60,0,1,0,2,0
35,491157,735,54967,24,1,1,1,3,1
